"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: openIMIS Claim","Mapping: Workflow Pattern","Mapping: FiveWs Pattern Mapping","Mapping: RIM Mapping"
"Claim","Claim","","Adjudication Request
Preauthorization RequestPredetermination Request","",0,*,"","","","null {[]} {[]}
","Claim, Pre-determination or Pre-authorization","A provider issued list of professional services and products which have been provided, or are to be provided, to a patient which is sent to an insurer for reimbursement.","The Claim resource fulfills three information request requirements: Claim - a request for adjudication for reimbursement for products and/or services provided; Preauthorization - a request to authorize the future provision of products and/or services including an anticipated adjudication; and, Predetermination - a request for a non-bind adjudication of possible future products and/or services.","","","","","","","","",,,,,"",,,,"Claim",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().ofType(canonical) | %resource.descendants().ofType(uri) | %resource.descendants().ofType(url))) or descendants().where(reference = '#').exists() or descendants().where(ofType(canonical) = '#').exists() or descendants().where(ofType(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}","Request","financial.billing","Entity, Role, or Act"
"Claim.id","Claim.id","","","",0,1,"","","Y","id {[]} {[]}
","Claim UUID","Claim UUID generated by openIMIS.","Within the context of the FHIR RESTful interactions, the resource has an id except for cases like the create and conditional update. Otherwise, the use of the resouce id depends on the given use case.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"Claim.item.informationSequence","Claim.item.informationSequence","","","",0,0,"","","","positiveInt {[]} {[]}
","Applicable exception and supporting information","Exceptions, special conditions and supporting information applicable for this service or product.","","Need to reference the supporting information items that relate directly to this product or service.","","","","","","","",,,,,"",,,,"Claim.item.informationSequence",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.revenue","Claim.item.revenue","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Revenue or cost center code","The type of revenue or cost center providing the product and/or service.","","Needed in the processing of institutional claims.","","","","","","","",,"example","Codes for the revenue or cost centers supplying the service and/or products.","http://hl7.org/fhir/ValueSet/ex-revenue-center","",,,,"Claim.item.revenue",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.category","Claim.item.category","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Category","Items category as medical item or service.","Examples include Medical Care, Periodontics, Renal Dialysis, Vision Coverage.","Needed in the processing of institutional claims as this allows the insurer to determine whether a facial X-Ray is for dental, orthopedic, or facial surgery purposes.","","","","","","","",,"required","","https://github.com/openimis/openimis_fhir_r5_ig/ValueSet/claim-item-category","",,,,"Claim.item.category",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.productOrService","Claim.item.productOrService","","Drug Code
Bill CodeService Code","",1,1,"","","","CodeableConcept {[]} {[]}
","Item Code","Service or Item Code.","If this is an actual service or product line, i.e. not a Group, then use code to indicate the Professional Service or Product supplied (e.g. CTP, HCPCS, USCLS, ICD10, NCPDP, DIN, RxNorm, ACHI, CCI). If a grouping item then use a group code to indicate the type of thing being grouped e.g. 'glasses' or 'compound'.","Necessary to state what was provided or done.","","","","","","","",,"example","Allowable service and product codes.","http://hl7.org/fhir/ValueSet/service-uscls","",,,,"Claim.item.productOrService",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.productOrService.id","Claim.item.productOrService.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.item.productOrService.extension","Claim.item.productOrService.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.item.productOrService.coding","Claim.item.productOrService.coding","","","",0,0,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","union(., ./translation)"
"Claim.item.productOrService.text","Claim.item.productOrService.text","","","",1,1,"","","Y","string {[]} {[]}
","Item/Service Code","Service or Item Code.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./originalText[mediaType/code=""text/plain""]/data"
"Claim.item.productOrServiceEnd","Claim.item.productOrServiceEnd","","End of a range of Drug Code; Bill Code; Service Cod
","",0,1,"","","","CodeableConcept {[]} {[]}
","End of a range of codes","This contains the end of a range of product, service, drug or other billing codes for the item. This element is not used when the .productOrService is a group code. This value may only be present when a .productOfService code has been provided to convey the start of the range. Typically this value may be used only with preauthorizations and not with claims.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/service-uscls","",,,,"Claim.item.productOrServiceEnd",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.request","Claim.item.request","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DeviceRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/NutritionOrder], CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/SupplyRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/VisionPrescription]]}
","Request or Referral for Service","Request or Referral for Goods or Service to be rendered.","","May identify the service to be provided or provider authorization for the service.","","","","","","","",,,,,"",,,,"Claim.item.request",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.modifier","Claim.item.modifier","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Product or service billing modifiers","Item typification or modifiers codes to convey additional context for the product or service.","For example in Oral whether the treatment is cosmetic or associated with TMJ, or for Medical whether the treatment was outside the clinic or outside of office hours.","To support inclusion of the item for adjudication or to charge an elevated fee.","","","","","","","",,"example","Item type or modifiers codes, eg for Oral whether the treatment is cosmetic or associated with TMJ, or an appliance was lost or stolen.","http://hl7.org/fhir/ValueSet/claim-modifiers","",,,,"Claim.item.modifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.programCode","Claim.item.programCode","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Program the product or service is provided under","Identifies the program under which this may be recovered.","For example: Neonatal program, child dental program or drug users recovery program.","Commonly used in in the identification of publicly provided program focused on population segments or disease classifications.","","","","","","","",,"example","Program specific reason codes.","http://hl7.org/fhir/ValueSet/ex-program-code","",,,,"Claim.item.programCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.serviced[x]","Claim.item.serviced[x]","","","",0,0,"","","","date {[]} {[]}
Period {[]} {[]}","Date or dates of service or product delivery","The date or dates when the service or product was supplied, performed or completed.","","Needed to determine whether the  service or product was provided during the term of the insurance coverage.","","","","","","","",,,,,"",,,,"Claim.item.serviced[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.done[x]"
"Claim.item.location[x]","Claim.item.location[x]","","","",0,0,"","","","CodeableConcept {[]} {[]}
Address {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}","Place of service or where product was supplied","Where the product or service was provided.","","The location can alter whether the item was acceptable for insurance purposes or impact the determination of the benefit amount.","","","","","","","",,"example","Place of service: pharmacy, school, prison, etc.","http://hl7.org/fhir/ValueSet/service-place","",,,,"Claim.item.location[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.where[x]"
"Claim.item.patientPaid","Claim.item.patientPaid","","","",0,1,"","","","Money {[]} {[]}
","Paid by the patient","The amount paid by the patient, in total at the claim claim level or specifically for the item and detail level, to the provider for goods and services.","","Necessary to demonstrate that copayments, co-insurance and similar patient payments have been made or accounted for.","","","","","","","",,,,,"",,,,"Claim.item.patientPaid",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.quantity","Claim.item.quantity","","","",1,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Count of products or services","The number of repetitions of a service or product.","","Required when the product or service code does not convey the quantity provided.","","","","","","","",,,,,"",,,,"Claim.item.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.quantity.id","Claim.item.quantity.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.item.quantity.extension","Claim.item.quantity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.item.quantity.value","Claim.item.quantity.value","","","",1,1,"","","Y","decimal {[]} {[]}
","Numerical value (with implicit precision)","The value of the measured amount. The value includes an implicit precision in the presentation of the value.","The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).","Precision is handled implicitly in almost all cases of measurement.","","","","","","","",,,,,"",,,,"Quantity.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PQ.value, CO.value, MO.value, IVL.high or IVL.low depending on the value"
"Claim.item.quantity.comparator","Claim.item.quantity.comparator","","","",0,0,"","Y","Y","code {[]} {[]}
","< | <= | >= | > | ad - how to understand the value","Not allowed to be used in this context","","Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.","","If there is no comparator, then there is no modification of the value","","","","","",,"required","How the Quantity should be understood and represented.","http://hl7.org/fhir/ValueSet/quantity-comparator|5.0.0","",,,,"Quantity.comparator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","IVL properties"
"Claim.item.quantity.unit","Claim.item.quantity.unit","","","",0,0,"","","Y","string {[]} {[]}
","Unit representation","A human-readable form of the unit.","","There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.","","","","","","","",,,,,"",,,,"Quantity.unit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PQ.unit"
"Claim.item.quantity.system","Claim.item.quantity.system","","","",0,0,"","","Y","uri {[]} {[]}
","System that defines coded unit form","The identification of the system that provides the coded form of the unit.","","Need to know the system that defines the coded form of the unit.","","","","","","","",,,,,"",,,,"Quantity.system",0,1,"qty-3
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CO.codeSystem, PQ.translation.codeSystem"
"Claim.item.quantity.code","Claim.item.quantity.code","","","",0,0,"","","Y","code {[]} {[]}
","Coded form of the unit","A computer processable form of the unit in some unit representation system.","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.","Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.","","","","","","","",,,,,"",,,,"Quantity.code",0,1,"qty-3
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PQ.code, MO.currency, PQ.translation.code"
"Claim.item.unitPrice","Claim.item.unitPrice","","","",1,1,"","","","Money {[]} {[]}
","Fee, charge or cost per item","If the item is not a group then this is the fee for the product or service, otherwise this is the total of the fees for the details of the group.","","The amount charged to the patient by the provider for a single unit.","","","","","","","",,,,,"",,,,"Claim.item.unitPrice",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.unitPrice.id","Claim.item.unitPrice.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.item.unitPrice.extension","Claim.item.unitPrice.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.item.unitPrice.value","Claim.item.unitPrice.value","","","",1,1,"","","Y","decimal {[]} {[]}
","Numerical value (with implicit precision)","Numerical value (with implicit precision).","Monetary values have their own rules for handling precision (refer to standard accounting text books).","The amount of the currency. The value includes an implicit precision in the presentation of the value.","","","","","","","",,,,,"",,,,"Money.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.unitPrice.currency","Claim.item.unitPrice.currency","","","",0,1,"","","Y","code {[]} {[]}
","ISO 4217 Currency Code","ISO 4217 Currency Code.","","A code indicating the currency, taken from ISO 4217.","","","","","","","",,"required","A code indicating the currency, taken from ISO 4217.","http://hl7.org/fhir/ValueSet/currencies|5.0.0","",,,,"Money.currency",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.factor","Claim.item.factor","","","",0,0,"","","","decimal {[]} {[]}
","Price scaling factor","A real number that represents a multiplier used in determining the overall value of services delivered and/or goods received. The concept of a Factor allows for a discount or surcharge multiplier to be applied to a monetary amount.","To show a 10% senior's discount, the value entered is: 0.90 (1.00 - 0.10).","When discounts are provided to a patient (example: Senior's discount) then this must be documented for adjudication.","","","","","","","",,,,,"",,,,"Claim.item.factor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.tax","Claim.item.tax","","","",0,1,"","","","Money {[]} {[]}
","Total tax","The total of taxes applicable for this product or service.","","Required when taxes are not embedded in the unit price or provided as a separate service.","","","","","","","",,,,,"",,,,"Claim.item.tax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.net","Claim.item.net","","","",0,0,"","","","Money {[]} {[]}
","Total item cost","The total amount claimed for the group (if a grouper) or the line item. Net = unit price * quantity * factor.","For example, the formula: quantity * unitPrice * factor  = net. Quantity and factor are assumed to be 1 if not supplied.","Provides the total amount claimed  for the group (if a grouper) or the line item.","","","","","","","",,,,,"",,,,"Claim.item.net",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.udi","Claim.item.udi","","","",0,0,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Unique device identifier","Unique Device Identifiers associated with this line item.","","The UDI code allows the insurer to obtain device level information on the product supplied.","","","","","","","",,,,,"",,,,"Claim.item.udi",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.bodySite","Claim.item.bodySite","","","",0,0,"","","","BackboneElement {[]} {[]}
","Anatomical location","Physical location where the service is performed or applies.","","","","","","","","","",,,,,"",,,,"Claim.item.bodySite",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.bodySite.id","Claim.item.bodySite.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.item.bodySite.extension","Claim.item.bodySite.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.item.bodySite.modifierExtension","Claim.item.bodySite.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Claim.item.bodySite.site","Claim.item.bodySite.site","","","",1,*,"","","","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/BodyStructure]]}
","Location","Physical service site on the patient (limb, tooth, etc.).","For example: Providing a tooth code, allows an insurer to identify a provider performing a filling on a tooth that was previously removed.","Allows insurer to validate specific procedures.","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/tooth","",,,,"Claim.item.bodySite.site",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.bodySite.subSite","Claim.item.bodySite.subSite","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Sub-location","A region or surface of the bodySite, e.g. limb region or tooth surface(s).","","Allows insurer to validate specific procedures.","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/surface","",,,,"Claim.item.bodySite.subSite",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.encounter","Claim.item.encounter","","","",0,0,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter]]}
","Encounters associated with the listed treatments","Healthcare encounters related to this claim.","This will typically be the encounter the event occurred within, but some activities may be initiated prior to or after the official completion of an encounter but still be tied to the context of the encounter.","Used in some jurisdictions to link clinical events to claim items.","","","","","","","",,,,,"",,,,"Claim.item.encounter",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.context"
"Claim.item.detail","Claim.item.detail","","","",0,0,"","","","BackboneElement {[]} {[]}
","Product or service provided","A claim detail line. Either a simple (a product or service) or a 'group' of sub-details which are simple items.","","The items to be processed for adjudication.","","","","","","","",,,,,"",,,,"Claim.item.detail",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.id","Claim.item.detail.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.item.detail.extension","Claim.item.detail.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.item.detail.modifierExtension","Claim.item.detail.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Claim.item.detail.sequence","Claim.item.detail.sequence","","","",1,1,"","","","positiveInt {[]} {[]}
","Item instance identifier","A number to uniquely identify item entries.","","Necessary to provide a mechanism to link to items from within the claim and within the adjudication details of the ClaimResponse.","","","","","","","",,,,,"",,,,"Claim.item.detail.sequence",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.traceNumber","Claim.item.detail.traceNumber","","","",0,*,"","","","Identifier {[]} {[]}
","Number for tracking","Trace number for tracking purposes. May be defined at the jurisdiction level or between trading partners.","","Allows partners to uniquely identify components for tracking.","","","","","","","",,,,,"",,,,"Claim.item.detail.traceNumber",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.revenue","Claim.item.detail.revenue","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Revenue or cost center code","The type of revenue or cost center providing the product and/or service.","","Needed in the processing of institutional claims.","","","","","","","",,"example","Codes for the revenue or cost centers supplying the service and/or products.","http://hl7.org/fhir/ValueSet/ex-revenue-center","",,,,"Claim.item.detail.revenue",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.category","Claim.item.detail.category","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Benefit classification","Code to identify the general type of benefits under which products and services are provided.","Examples include Medical Care, Periodontics, Renal Dialysis, Vision Coverage.","Needed in the processing of institutional claims as this allows the insurer to determine whether a facial X-Ray is for dental, orthopedic, or facial surgery purposes.","","","","","","","",,"example","Benefit categories such as: oral-basic, major, glasses.","http://hl7.org/fhir/ValueSet/ex-benefitcategory","",,,,"Claim.item.detail.category",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.productOrService","Claim.item.detail.productOrService","","Drug Code
Bill CodeService Code","",0,1,"","","","CodeableConcept {[]} {[]}
","Billing, service, product, or drug code","When the value is a group code then this item collects a set of related item details, otherwise this contains the product, service, drug or other billing code for the item. This element may be the start of a range of .productOrService codes used in conjunction with .productOrServiceEnd or it may be a solo element where .productOrServiceEnd is not used.","If this is an actual service or product line, i.e. not a Group, then use code to indicate the Professional Service or Product supplied (e.g. CTP, HCPCS, USCLS, ICD10, NCPDP, DIN, RxNorm, ACHI, CCI). If a grouping item then use a group code to indicate the type of thing being grouped e.g. 'glasses' or 'compound'.","Necessary to state what was provided or done.","","","","","","","",,"example","Allowable service and product codes.","http://hl7.org/fhir/ValueSet/service-uscls","",,,,"Claim.item.detail.productOrService",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.item.detail.productOrServiceEnd","Claim.item.detail.productOrServiceEnd","","End of a range of Drug Code; Bill Code; Service Cod
","",0,1,"","","","CodeableConcept {[]} {[]}
","End of a range of codes","This contains the end of a range of product, service, drug or other billing codes for the item. This element is not used when the .productOrService is a group code. This value may only be present when a .productOfService code has been provided to convey the start of the range. Typically this value may be used only with preauthorizations and not with claims.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/service-uscls","",,,,"Claim.item.detail.productOrServiceEnd",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
